video_id,video_url,domain,subdomain,question,option_a,option_b,option_c,option_d,correct_answer
Tds3k97aAzo_0,./all_data2/Tds3k97aAzo_0/Tds3k97aAzo_0.mp4,Health & Medicine,Public Health,What are the particle diameters shown in the video clip?,PM10.,PM2.5.,"PM10, PM5, and PM2.5.",PM10 and PM2.5.,c
Tds3k97aAzo_1,./all_data2/Tds3k97aAzo_1/Tds3k97aAzo_1.mp4,Health & Medicine,Public Health,What are the other air pollutants listed in the video without detailed explanation?,"PM, NO2, CO, SO2, O3, and Lead.","PM, NO2, CO, SO2, O3, Lead, Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.","NO2, CO, SO2, O3.","Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.",d
BWolWB3tSEU_0,./all_data2/BWolWB3tSEU_0/BWolWB3tSEU_0.mp4,Health & Medicine,Public Health,"According to the video, what are the four main types of non-communicable diseases?","Mental health disorder, chronic kidney disease, musculoskeletal disease, sensory disorder.","Cardiovascular diseases, cancer, chronic respiratory diseases, and diabetes.","Infectious diseases, deficiency diseases, hereditary diseases, and physiological diseases.","Chickenpox, colds, sore throats and ear infections.",b
BWolWB3tSEU_1,./all_data2/BWolWB3tSEU_1/BWolWB3tSEU_1.mp4,Health & Medicine,Public Health,"According to the video, how will the number of people with non-communicable diseases change by 2030?",The number of people with non-communicable diseases is expected to increase due to population growth and aging.,The number of people with non-communicable diseases is going to decline because of the general development throughout the world.,The number of people with non-communicable diseases will double by the time of 2030.,The number of people with non-communicable diseases might be at the same scale as of the time of the video clip.,a
VZut_SZYybA_0,./all_data2/VZut_SZYybA_0/VZut_SZYybA_0.mp4,Health & Medicine,Clinical Medicine,What happened before the man starts to sweat a lot and then becomes unconscious?,He began sweating and soon experienced nausea and vomiting.,The man drinks the coconut water from a rotten coconut.,The man has taken too many antibiotics recently.,The man took a long run back home.,b
VZut_SZYybA_0,./all_data2/VZut_SZYybA_0/VZut_SZYybA_0.mp4,Health & Medicine,Clinical Medicine,"According to the video, how did the man open the coconut and drink the water?",The man drained the coconut water into a bowl.,The man cut out the coconut meat and enjoy it raw and fresh.,The man poked into the coconut with a sharp knife.,The man poked the pre-made hole and drank the water with a straw.,d
VZut_SZYybA_1,./all_data2/VZut_SZYybA_1/VZut_SZYybA_1.mp4,Health & Medicine,Clinical Medicine,What would happen if the doctors find bacteria when checking the man's cerebrospinal fluid?,His pupils were partially reactive to light indicating something may be wrong with his nervous system. ,"Ambulance attendants found him in distress with pale and grey skin, a reduced mental state with confusion and poor balance.",Bacteria in the crerebrospinal fluid could suggest that the man's brain has infection. The initial antibiotic treatment might be effective to treat some of the bacterias.,Several tests were performed but the results showed no abnormalities.,c
VZut_SZYybA_1,./all_data2/VZut_SZYybA_1/VZut_SZYybA_1.mp4,Health & Medicine,Clinical Medicine,"As indicated from the animation, from which part of the man's body did the doctors collect cerebrospinal fluid?",An MRI scan was performed on AC's brain which showed significant swelling as he suffered from brain herniation. ,"The toxin 3-nitropropionic acid had caused poisoning in humans earlier in China and Africa, but the source of it had been sugarcane.",The doctors collected cerebrospinal fluid from the man's lumbar spine.,Severe toxication due to abnormal metabolic activity was suspected.,c
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,What might be the reason for the medical group to appear in the room?,The medical group is there to discuss the patient's treatment plan.,The medical group is responsible for the patient's overall health.,A new treatment appears and the medical group is here to apply a new treatment to the patient.,A doctor brings a group of medical students to the patient's room to practice clinical case presentation.,d
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,What is the reason for the patient to be in the hospital?,The patient experienced a sudden onset of fever and chills.,The patient experienced an acute onset of chest pain and shortness of breath.,The patient experienced change in vision and headache.,The patient experienced abodominal pain and vomiting.,b
iJAR9sWfdm4,./all_data2/iJAR9sWfdm4/iJAR9sWfdm4.mp4,Health & Medicine,Clinical Medicine,How many people are in the room and what are their roles?,"There are 4 people in the room, 2 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 10 people in the room, 8 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 6 people in the room, 3 of them belongs to the medical group and 3 of them are the patient and the patient's family.","There are 3 people in the room, 2 of them belongs to the medical group and the other one is the patient.",b
allPEamRsok_0,./all_data2/allPEamRsok_0/allPEamRsok_0.mp4,Health & Medicine,Clinical Medicine,What is the reason for the patient to be in the hospital?,The patient had uncontrollable coughing.,The patient experienced bilateral knee pain.,The patient had bruises all over the body.,The patient was badly burned.,b
allPEamRsok_0,./all_data2/allPEamRsok_0/allPEamRsok_0.mp4,Health & Medicine,Clinical Medicine,Who are the people that appears on the right hand side of the patient that does not belong to the medical group?,There are two persons that belong to the medical group and the other person is the patient's girlfriend.,"The patient's mother is sitting on the right hand side of the patient, and his father is standing behind his mother.",There are two people that belongs to the medical group.,One person is the patient's girlfriend and the other person is the patient's co-worker.,d
allPEamRsok_1,./all_data2/allPEamRsok_1/allPEamRsok_1.mp4,Health & Medicine,Clinical Medicine,"According to the video, what is disease that runs in the patient's family? And who in the family has it?",The patient has cancer and both of the patient's parents have it.,The patient has diabetes and the patient's mother has it.,The patient has sickle cell disease and two of the patient's siblings have it.,The patient has heart disease and the patient's father has it.,c
PRR-wHfBavA_0,./all_data2/PRR-wHfBavA_0/PRR-wHfBavA_0.mp4,Health & Medicine,Clinical Medicine,How old is the patient when the video was recorded?,30,29,27,28,b
PRR-wHfBavA_1,./all_data2/PRR-wHfBavA_1/PRR-wHfBavA_1.mp4,Health & Medicine,Clinical Medicine,What is the cause for the patient to develop the disease?,"The disease runs in the patient's family, and the syndrome first appear when the patient was in middle school.","The patient's nerves was not working as it should, and missed a lot of signals.",The patient's spine was badly injured in a car accident.,"The patient's right hand was crushed during an accident and it damaged the nerves, causing the nerves to malfunction and send constant pain signals to the brain.",d
NhwL3KXgLqg_0,./all_data2/NhwL3KXgLqg_0/NhwL3KXgLqg_0.mp4,Health & Medicine,Pharmacy,Why does this video interview Dr. Guru Sonpavde and what does he introduce?,"Patients with a clinical complete response were offered the opportunity to proceed with additional immunotherapy, without surgical removal of the bladder.",Mount Sinai investigators have developed a new approach for treating invasive bladder cancer without the need for surgical removal of the bladder.,"Seventy-six patients participated in this clinical trial, and approximately 43 percent achieved a complete response.","This video is about a new treatment for bladder cancer patients. Dr. Guru Sonpavde leads a bladder cancer treatment center, and introduces a few new treatments for bladder cancer patients.",d
